iter	RMSE
0	0.01454374568
1	0.01394769773
2	0.01337670728
3	0.01282838413
4	0.01230696619
5	0.01183331017
6	0.01136508934
7	0.01090234464
8	0.01046723275
9	0.01005341312
10	0.009667736705
11	0.009301412196
12	0.008941695838
13	0.00860856278
14	0.008275957472
15	0.007952911912
16	0.007648863616
17	0.007369159601
18	0.007104165085
19	0.006851877771
20	0.006601552717
21	0.006358509917
22	0.006125385035
23	0.005918791891
24	0.005705668032
25	0.005509651122
26	0.005322294184
27	0.005139579817
28	0.004964441088
29	0.004800054347
30	0.004640637309
31	0.004489221897
32	0.004347505394
33	0.004215572308
34	0.004088290766
35	0.003965263172
36	0.003850298947
37	0.003739426629
38	0.003632726395
39	0.00352784675
40	0.003430698205
41	0.003331937694
42	0.00324554059
43	0.003157915454
44	0.003077447664
45	0.003004951254
46	0.002927142796
47	0.002852837801
48	0.002783423573
49	0.002712113737
50	0.002647195579
51	0.00258748578
52	0.002533400288
53	0.002483855799
54	0.002429726783
55	0.002378328498
56	0.002326722374
57	0.002282227861
58	0.002230563982
59	0.002187668929
60	0.002146088606
61	0.002104155307
62	0.002064481698
63	0.002025462999
64	0.001991494078
65	0.001955747093
66	0.001921014487
67	0.001886594386
68	0.001856957821
69	0.001822400173
70	0.001792848866
71	0.001762618931
72	0.001736756469
73	0.001709335387
74	0.001685717703
75	0.001659552301
76	0.001636552259
77	0.001617542276
78	0.001596754656
79	0.00158340951
80	0.001561467819
81	0.00154579249
82	0.001524243384
83	0.001504212335
84	0.001488838221
85	0.001471441551
86	0.001454726642
87	0.001446741864
88	0.001436846274
89	0.001427480308
90	0.00140876428
91	0.001389354972
92	0.001371669648
93	0.00136499042
94	0.001358059635
95	0.001351780111
96	0.001344736626
97	0.001327391746
98	0.001321046738
99	0.001304909373
100	0.00129930762
101	0.00129340713
102	0.001286637889
103	0.001279226789
104	0.001264844818
105	0.00124974298
106	0.001243873045
107	0.001229874544
108	0.001215460693
109	0.001209721107
110	0.001203783545
111	0.001190867875
112	0.001185551397
113	0.001173042819
114	0.001160671803
115	0.001155121538
116	0.001150963242
117	0.001145480971
118	0.001135268373
119	0.001131224801
120	0.001120534071
121	0.001108257022
122	0.001103851065
123	0.001093669325
124	0.001085325997
125	0.001075956915
126	0.001069121765
127	0.001059511728
128	0.001048989805
129	0.001045650616
130	0.001042330665
131	0.001034642287
132	0.001030347761
133	0.001022402429
134	0.001019302149
135	0.001013173125
136	0.001005236253
137	0.001001423288
138	0.0009945670065
139	0.0009869714404
140	0.0009840136539
141	0.0009811681288
142	0.0009753740803
143	0.0009687860842
144	0.0009658510749
145	0.0009593867621
146	0.0009544427417
147	0.0009485252993
148	0.0009398692986
149	0.0009324538093
150	0.0009282117944
151	0.0009208681731
152	0.0009157719955
153	0.0009099328416
154	0.0009077308921
155	0.0009029694355
156	0.0008955922461
157	0.000891564744
158	0.0008874404443
159	0.000882404417
160	0.0008771766292
161	0.0008720594114
162	0.0008667194064
163	0.0008621727076
164	0.0008602246579
165	0.00085435372
166	0.0008506279201
167	0.0008459135569
168	0.0008414357677
169	0.0008365981395
170	0.0008326684615
171	0.0008279874461
172	0.0008237291669
173	0.0008205284988
174	0.0008169631775
175	0.0008136243544
176	0.0008097270962
177	0.0008064875338
178	0.0008043623338
179	0.0008000513551
180	0.0007978517223
181	0.0007947680796
182	0.0007914169556
183	0.0007873281812
184	0.0007842920023
185	0.0007826504432
186	0.0007795515313
187	0.0007773748713
188	0.0007742437526
189	0.0007707813188
190	0.0007674830868
191	0.0007650055492
192	0.0007620304743
193	0.0007589865722
194	0.0007557556835
195	0.0007532225637
196	0.0007500260896
197	0.0007478010519
198	0.0007455605574
199	0.0007435981325
200	0.00074127612
201	0.0007392324543
202	0.0007373215535
203	0.0007330450885
204	0.000730110018
205	0.0007284030187
206	0.000725500076
207	0.0007231837036
208	0.0007203075776
209	0.0007186137522
210	0.0007166650545
211	0.000714749074
212	0.0007119071194
213	0.0007090786377
214	0.0007046551129
215	0.0007030815055
216	0.0007011211563
217	0.0006984129575
218	0.0006956161325
219	0.0006929166351
220	0.0006912164603
221	0.0006888121608
222	0.0006875034241
223	0.0006865337688
224	0.0006841475249
225	0.000681878981
226	0.0006807196686
227	0.0006795425565
228	0.0006777347573
229	0.0006750680533
230	0.0006733618816
231	0.0006719276815
232	0.0006691694245
233	0.0006673359912
234	0.0006658429655
235	0.0006634561528
236	0.0006614857493
237	0.0006588956133
238	0.0006571461471
239	0.0006554946404
240	0.0006539901564
241	0.0006526441099
242	0.0006490860257
243	0.0006475662047
244	0.0006447277919
245	0.0006434104451
246	0.0006431976317
247	0.0006404837509
248	0.0006381147964
249	0.0006364322704
250	0.0006348034662
251	0.0006326215718
252	0.000630119185
253	0.000628623407
254	0.0006270442867
255	0.0006257061669
256	0.0006229977611
257	0.0006214760355
258	0.0006189926603
259	0.0006183312539
260	0.0006170815375
261	0.0006150318528
262	0.0006144088455
263	0.0006128682153
264	0.0006105803851
265	0.0006092600643
266	0.0006066781229
267	0.0006046341002
268	0.0006020384751
269	0.0006008476619
270	0.0005989734803
271	0.0005984209427
272	0.0005959531572
273	0.0005945248528
274	0.0005922664121
275	0.0005911386687
276	0.0005890160727
277	0.0005877700372
278	0.0005875553619
279	0.0005873477578
280	0.0005851338964
281	0.0005839677073
282	0.0005821627749
283	0.0005802231684
284	0.0005781932961
285	0.0005767384994
286	0.0005750266552
287	0.0005739604522
288	0.0005729610745
289	0.0005715660481
290	0.0005697410029
291	0.0005685612219
292	0.0005674160609
293	0.000565181074
294	0.0005632614384
295	0.0005615033649
296	0.000559335844
297	0.0005582748585
298	0.0005577410949
299	0.0005562456135
